,location,price,entered,updated,views,link
535,"Gandon Close, Harold'S Cross, Dublin 6, South Dublin City",1500.0,,24.07.2020,1595,http://www.daft.ie/dublin/apartments-for-rent/harolds-cross/gandon-close-harolds-cross-dublin-2047670/
541,"Parklands, Northwood, Santry, Dublin 9, North Dublin City",1520.0,,24.07.2020,2404,http://www.daft.ie/dublin/apartments-for-rent/santry/parklands-northwood-santry-dublin-2047501/
542,"Bachelor Walk Apartments ( Liffey Street Lower), Dublin 1, Dublin City Centre",1520.0,"Jul 07, 2020",25.07.2020,594,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/bachelor-walk-apartments-liffey-street-lower-dublin-1-dublin-2048083/
543,"72, Beechwood Ave. Lower, Ranelagh, Ranelagh, Dublin 6, South Dublin City",1520.0,"Jul 08, 2020",14.07.2020,556,http://www.daft.ie/dublin/apartments-for-rent/ranelagh/72-beechwood-ave-lower-ranelagh-ranelagh-dublin-2048611/
544,"75 The Links, Elm Park, Merrion Road, Ballsbridge, Dublin 4, South Dublin City",1520.0,,24.07.2020,894,http://www.daft.ie/dublin/apartments-for-rent/ballsbridge/75-the-links-elm-park-merrion-road-ballsbridge-dublin-2052685/
545,"Apartment 153, Clifden Court, Dublin 7, North Dublin City",1520.0,"Jul 21, 2020",22.07.2020,322,http://www.daft.ie/dublin/apartments-for-rent/dublin-7/apartment-153-clifden-court-dublin-7-dublin-2052833/
546,"Timber Mills Apt Complex, Block D, Artane, Dublin 5, North Dublin City",1521.0,"Jul 20, 2020",24.07.2020,1246,http://www.daft.ie/dublin/apartments-for-rent/artane/timber-mills-apt-complex-block-d-artane-dublin-2052509/
547,"Kingfisher Guesthouse, Dublin 1, Dublin City Centre",350.0,"Jun 12, 2020",24.07.2020,240,http://www.daft.ie/dublin/studio-apartments-for-rent/dublin-1/kingfisher-guesthouse-dublin-1-dublin-2039484/
548,"87 Amiens Street, Dublin 1, Dublin City Centre",1525.0,"Jul 21, 2020",21.07.2020,903,http://www.daft.ie/dublin/flats-for-rent/dublin-1/87-amiens-street-dublin-1-dublin-2052601/
549,"De Vesci House, Monkstown, South Co. Dublin",1530.0,,24.07.2020,4973,http://www.daft.ie/dublin/apartments-for-rent/monkstown/de-vesci-house-monkstown-dublin-2036774/
550,"Marlfield Close, Kiltipper, Dublin 24, South Dublin City",1532.0,"Jun 29, 2020",21.07.2020,3090,http://www.daft.ie/dublin/apartments-for-rent/kiltipper/marlfield-close-kiltipper-dublin-2045245/
551,"College Gate, Townsend Street, Dublin 2, Dublin City Centre",1535.0,"Jul 23, 2020",23.07.2020,363,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/college-gate-townsend-street-dublin-2-dublin-2053475/
552,"625 North Circular Road, Dublin 1, Dublin City Centre",1541.0,"Jul 10, 2020",24.07.2020,336,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/625-north-circular-road-dublin-1-dublin-2049197/
553,7A Upper Fownes Street,1546.0,"Jul 03, 2020",24.07.2020,1353,http://www.daft.ie/dublin/apartments-for-rent/temple-bar/7a-upper-fownes-street-flat-6-beside-urban-ou-temple-bar-dublin-2046648/
554,"Victoria Street, Dublin 8, South Dublin City",356.0,"Jul 26, 2019",24.07.2020,7691,http://www.daft.ie/dublin/studio-apartments-for-rent/dublin-8/victoria-street-dublin-8-dublin-1952260/
555,"Willbrook House, Northbrook Ave, Dublin 6, Ranelagh, Dublin 6, South Dublin City",1550.0,"Jul 25, 2020",25.07.2020,285,http://www.daft.ie/dublin/apartments-for-rent/ranelagh/willbrook-house-northbrook-ave-dublin-6-ranelagh-dublin-2054060/
556,"144/145 Francis Street, Dublin 8, Dublin 8, South Dublin City",1550.0,"Jul 20, 2020",24.07.2020,439,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/heyday-student-accommodation-144145-francis-stre-dublin-8-dublin-2052253/
557,"79 Spencer House, Custom House Square, Ifsc, Dublin 1, Dublin City Centre",1550.0,"Jul 13, 2020",24.07.2020,1152,http://www.daft.ie/dublin/apartments-for-rent/ifsc/79-spencer-house-custom-house-square-ifsc-dublin-2050088/
558,"The Oak, Parkview, Stepaside, Dublin 18, South Co. Dublin",1550.0,"Jul 22, 2020",23.07.2020,1227,http://www.daft.ie/dublin/apartments-for-rent/stepaside/the-oak-parkview-stepaside-dublin-2053356/
559,"Apartment 23, Block 2, Dundrum Gate, Dundrum, Dublin 14, South Dublin City",1550.0,"Jul 23, 2020",25.07.2020,878,http://www.daft.ie/dublin/apartments-for-rent/dundrum/apartment-23-block-2-dundrum-gate-dundrum-dublin-2053454/
560,"Apartment 3, 40 Waterloo Road, Ballsbridge, Dublin 4, South Dublin City",1550.0,,24.07.2020,1381,http://www.daft.ie/dublin/studio-apartments-for-rent/ballsbridge/apartment-3-40-waterloo-road-ballsbridge-dublin-2040626/
561,"The Maltings Bonham Street, Dublin 8, South Dublin City",1550.0,"Jul 23, 2020",24.07.2020,228,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/the-maltings-bonham-street-dublin-8-dublin-2053516/
562,"29 Dorset Street Lower, Dublin 1, Dublin City Centre",1550.0,"May 27, 2020",19.07.2020,2071,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/29-dorset-street-lower-dublin-1-dublin-2033972/
563,"Saint Fintan'S, North Street, Swords, North Co. Dublin",1550.0,,24.07.2020,1037,http://www.daft.ie/dublin/apartments-for-rent/swords/saint-fintans-north-street-swords-dublin-2048905/
564,"Apartment 86, The Firs, Winter Garden, Dublin 2, Dublin City Centre",1550.0,"Jul 02, 2020",24.07.2020,1058,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/apartment-86-the-firs-winter-garden-dublin-2-dublin-2046394/
565,"Silken Park, Citywest, West Co. Dublin",1550.0,"Sep 24, 2018",21.07.2020,4082,http://www.daft.ie/dublin/apartments-for-rent/citywest/silken-park-citywest-dublin-1875337/
566,"Aran Quay Apartment, Lincoln Lane, Dublin 7, Dublin 7, North Dublin City",1550.0,,24.07.2020,4458,http://www.daft.ie/dublin/apartments-for-rent/dublin-7/aran-quay-apartment-lincoln-lane-dublin-7-dublin-7-dublin-2016805/
567,"43 Seafield Court, Lower Main St. Rush Co. Dublin, Rush, North Co. Dublin",1550.0,"Jul 22, 2020",23.07.2020,439,http://www.daft.ie/dublin/apartments-for-rent/rush/43-seafield-court-lower-main-st-rush-co-dublin-rush-dublin-2053291/
568,"St Brigids Road Lower, Drumcondra, Dublin 3, North Dublin City",1550.0,"Jul 25, 2020",25.07.2020,386,http://www.daft.ie/dublin/apartments-for-rent/drumcondra/st-brigids-road-lower-drumcondra-dublin-2054067/
569,"The Corn Exchange, Burgh Quay, Temple Bar, Dublin 2, Dublin City Centre",1550.0,"Jul 06, 2020",21.07.2020,454,http://www.daft.ie/dublin/apartments-for-rent/temple-bar/the-corn-exchange-burgh-quay-temple-bar-dublin-2047825/
570,61,1550.0,"Jun 16, 2020",22.07.2020,290,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/61-63-capel-street-dublin-1-dublin-2040605/
571,"Sorrento Road, Dalkey, South Co. Dublin",1550.0,"May 11, 2020",25.07.2020,4246,http://www.daft.ie/dublin/apartments-for-rent/dalkey/sorrento-road-dalkey-dublin-2028615/
572,"Upper Dorset Stret, Dublin 1, Dublin City Centre",1550.0,,22.07.2020,2232,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/upper-dorset-stret-dublin-1-dublin-2040715/
573,"South William Street, Dublin 2, Dublin City Centre",1550.0,"Jul 15, 2020",24.07.2020,1426,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/south-william-street-dublin-2-dublin-2050856/
574,"Apartment 33, Earlsfort Court, Dublin 2, Dublin City Centre",1550.0,,23.07.2020,371,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/apartment-33-earlsfort-court-dublin-2-dublin-2053535/
575,"Rathgael, Clondalkin, Dublin 22, West Co. Dublin",1550.0,"Jul 17, 2020",21.07.2020,1003,http://www.daft.ie/dublin/apartments-for-rent/clondalkin/rathgael-clondalkin-dublin-2051727/
576,"Large 1 Bed Apartment, Dublin 1, Dublin City Centre",1550.0,"Jul 09, 2020",26.07.2020,774,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/large-1-bed-apartment-dublin-1-dublin-2048760/
577,"Flat 2 92 Drumcondra Road Lower, Drumcondra, Dublin 3, North Dublin City",1550.0,,25.07.2020,510,http://www.daft.ie/dublin/apartments-for-rent/drumcondra/flat-2-92-drumcondra-road-lower-drumcondra-dublin-2046088/
578,"Leinster Road, Rathmines, Dublin 6, South Dublin City",1550.0,"Jul 02, 2020",24.07.2020,757,http://www.daft.ie/dublin/apartments-for-rent/rathmines/leinster-road-rathmines-dublin-2046522/
579,"3 Prince Of Wales Tce., Ballsbridge, Dublin 4, South Dublin City",1550.0,"Jul 19, 2020",25.07.2020,697,http://www.daft.ie/dublin/flats-for-rent/ballsbridge/3-prince-of-wales-tce-ballsbridge-dublin-2052116/
580,"Fasnet House Isfc, Dublin 1, Dublin City Centre",1550.0,"Jul 13, 2020",20.07.2020,540,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/fasnet-house-isfc-dublin-1-dublin-2049895/
581,"Manor House View, Watermill Road, Raheny, Dublin 5, North Dublin City",1565.0,,24.07.2020,838,http://www.daft.ie/dublin/apartments-for-rent/raheny/manor-house-view-watermill-road-raheny-dublin-2053264/
582,"Ashford Apartments, Griffith Ave, Glasnevin, Dublin 9, North Dublin City",360.0,"Jul 17, 2020",26.07.2020,519,http://www.daft.ie/dublin/apartments-for-rent/glasnevin/ashford-apartments-griffith-ave-glasnevin-dublin-2051857/
583,"New Bancroft Centre, Tallaght, Dublin 24, South Co. Dublin",1568.0,"Jul 13, 2020",23.07.2020,1000,http://www.daft.ie/dublin/apartments-for-rent/tallaght/apartment-4-new-bancroft-centre-tallaght-dublin-2049993/
584,"Mountjoy Place, Dublin 1, Dublin City Centre",1569.0,,24.07.2020,286,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/mountjoy-place-dublin-1-dublin-2052832/
585,"Cherrywood Park, Clondalkin, Clondalkin, Dublin 22, West Co. Dublin",1575.0,"Jul 07, 2020",22.07.2020,3390,http://www.daft.ie/dublin/houses-for-rent/clondalkin/cherrywood-park-clondalkin-clondalkin-dublin-2048091/
586,"Apt. 1, 110 Philipsburgh Avenue, Dublin 3, North Dublin City",1575.0,,24.07.2020,373,http://www.daft.ie/dublin/apartments-for-rent/dublin-3/apt-1-110-philipsburgh-avenue-dublin-3-dublin-2046051/
587,"140 Leeson Street Upper, Dublin 4, South Dublin City",1575.0,,24.07.2020,927,http://www.daft.ie/dublin/apartments-for-rent/dublin-4/140-leeson-street-upper-dublin-4-dublin-2052916/
588,"Whitmore House, Drynam Hall, Kinsealy, North Co. Dublin",1575.0,,25.07.2020,590,http://www.daft.ie/dublin/apartments-for-rent/kinsealy/whitmore-house-drynam-hall-kinsealy-dublin-2053942/
589,"Flat 5, 175 Rathgar Road, Rathgar, Dublin 6, South Dublin City",1575.0,"Jun 29, 2020",26.07.2020,765,http://www.daft.ie/dublin/flats-for-rent/rathgar/d5-menlough-house-176-rathgar-road-rathgar-dublin-2045153/
590,"4 Camac Crescent, Inchicore, Dublin 8, South Dublin City",1575.0,,24.07.2020,1676,http://www.daft.ie/dublin/apartments-for-rent/inchicore/4-camac-crescent-inchicore-dublin-2045565/
591,"Mellor Court, Dublin 1, Dublin City Centre",1575.0,,24.07.2020,602,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/mellor-court-dublin-1-dublin-2041549/
592,"Church Ave, Drumcondra, Dublin 3, North Dublin City",1575.0,,22.07.2020,2616,http://www.daft.ie/dublin/houses-for-rent/drumcondra/church-ave-drumcondra-dublin-2043639/
593,"Ilex House, Mespil Estate, Ballsbridge, Dublin 4, South Dublin City",1575.0,,24.07.2020,10504,http://www.daft.ie/dublin/apartments-for-rent/ballsbridge/ilex-house-mespil-estate-ballsbridge-dublin-2010602/
594,"Ha'Penny Bridge House, Ormond Quay, Dublin 1, Dublin City Centre",1580.0,,22.07.2020,346,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/hapenny-bridge-house-ormond-quay-dublin-1-dublin-2052619/
595,"North Strand Road, Fairview, Dublin 3, North Dublin City",1580.0,"Jun 29, 2020",24.07.2020,4014,http://www.daft.ie/dublin/apartments-for-rent/fairview/north-strand-road-fairview-dublin-2045312/
596,"The Alders, Monkstown Valley, Monkstown, South Co. Dublin",1585.0,,19.07.2020,1040,http://www.daft.ie/dublin/apartments-for-rent/monkstown/the-alders-monkstown-valley-monkstown-dublin-2050650/
597,"Kilcarrig, Tallaght, Dublin 24, South Co. Dublin",1592.0,"Jun 27, 2020",21.07.2020,3560,http://www.daft.ie/dublin/houses-for-rent/tallaght/kilcarrig-tallaght-dublin-2044599/
598,"Fairways, Rathfarnham, Dublin 14, South Dublin City",1595.0,,24.07.2020,199,http://www.daft.ie/dublin/apartments-for-rent/rathfarnham/fairways-rathfarnham-dublin-2053115/
599,"Wintergarden, Pearse Street, Dublin 2, Dublin City Centre",1595.0,"Jul 03, 2020",23.07.2020,606,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/wintergarden-pearse-street-dublin-2-dublin-2046862/
600,"4A Crumlin Village, Crumlin, Dublin 12, South Dublin City",1595.0,"Jul 23, 2020",24.07.2020,720,http://www.daft.ie/dublin/flats-for-rent/crumlin/4a-crumlin-village-crumlin-dublin-2053548/
603,"Harold Bridge Court, Harold'S Cross Road, Harold'S Cross, Dublin 6, South Dublin City",1600.0,,24.07.2020,999,http://www.daft.ie/dublin/houses-for-rent/harolds-cross/harold-bridge-court-harolds-cross-road-harolds-cross-dublin-2051988/
604,"Wicklow Court, Dublin 2, Dublin City Centre",1600.0,"Jul 13, 2020",21.07.2020,759,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/wicklow-court-dublin-2-dublin-2050065/
605,"Manorcourt, Clonsilla, Dublin 15, West Co. Dublin",1600.0,"Jul 21, 2020",25.07.2020,966,http://www.daft.ie/dublin/apartments-for-rent/clonsilla/manorcourt-clonsilla-dublin-2052932/
606,"Flat 10, 17 Gardiner Place, Dublin 1, Dublin City Centre",1600.0,"Jul 13, 2020",22.07.2020,183,http://www.daft.ie/dublin/flats-for-rent/dublin-1/flat-10-17-gardiner-place-dublin-1-dublin-2050202/
607,"Beaumont Court, Beaumont Woods, Beaumont, Dublin 9, North Dublin City",1600.0,,23.07.2020,596,http://www.daft.ie/dublin/apartments-for-rent/beaumont/beaumont-court-beaumont-woods-beaumont-dublin-2053505/
608,Apt. 2,1600.0,,25.07.2020,10921,http://www.daft.ie/dublin/flats-for-rent/dublin-1/apt-2-78-marlborough-street-dublin-1-dublin-1935905/
609,"Apt 3, 23",1600.0,"Jul 16, 2020",25.07.2020,354,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/apt-3-23-24-bishop-street-dublin-2-dublin-2051281/
610,"Apt 20 Mellor Court, Liffey Street Lower, Dublin 1, Dublin City Centre",1600.0,"Jul 20, 2020",24.07.2020,299,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/apt-20-mellor-court-liffey-street-lower-dublin-1-dublin-2052426/
611,"Cassell House, Ardilaun Court, Patrick Street, Christchurch, Dublin 8, Dublin City Centre",1600.0,"Jul 16, 2020",25.07.2020,830,http://www.daft.ie/dublin/apartments-for-rent/christchurch/cassell-house-ardilaun-court-patrick-street-christchurch-dublin-2051346/
612,"Northlands, Shankill, Dublin 18, South Co. Dublin",1600.0,,25.07.2020,2585,http://www.daft.ie/dublin/apartments-for-rent/shankill/northlands-shankill-dublin-2049276/
613,"Willian'S Drive, Ongar, Dublin 15, West Co. Dublin",1600.0,"Jun 27, 2020",19.07.2020,1023,http://www.daft.ie/dublin/apartments-for-rent/ongar/willians-drive-ongar-dublin-2044514/
614,"Lr Stephens Street, Dublin 2, Dublin City Centre",1600.0,"Jul 06, 2020",07.07.2020,485,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/lr-stephens-street-dublin-2-dublin-2047534/
615,"Elmfield Court, Ninth Lock Road, Clondalkin, Dublin 22, West Co. Dublin",1600.0,"Jul 24, 2020",24.07.2020,420,http://www.daft.ie/dublin/apartments-for-rent/clondalkin/elmfield-court-ninth-lock-road-clondalkin-dublin-2053844/
616,"Apartment 7 City Square, Gloucester Street South, Dublin 2, Dublin City Centre",1600.0,,24.07.2020,2998,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/apartment-7-city-square-gloucester-street-south-dublin-2-dublin-2025513/
617,"Most Central 1 Bedroom Apartment, Dublin 1, Dublin City Centre",1600.0,"Jul 10, 2020",24.07.2020,692,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/most-central-1-bedroom-apartment-dublin-1-dublin-2049390/
618,"The Crescent Building, Park West, Dublin 12, West Co. Dublin",1600.0,"Jul 22, 2020",22.07.2020,652,http://www.daft.ie/dublin/apartments-for-rent/park-west/the-crescent-building-park-west-dublin-2053164/
619,51,1600.0,"Jun 29, 2020",22.07.2020,546,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/51-52-capel-street-dublin-1-dublin-2045141/
620,"2 Trinity Plaza Tara Street Dublin 2, Dublin 2, Dublin City Centre",1600.0,"Jul 01, 2020",22.07.2020,2115,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/2-trinity-plaza-tara-street-dublin-2-dublin-2-dublin-2045945/
621,"Bellevue, Islandbridge, Dublin 8, South Dublin City",1600.0,"Jul 08, 2020",22.07.2020,785,http://www.daft.ie/dublin/apartments-for-rent/islandbridge/bellevue-islandbridge-dublin-2048387/
622,"Kearn'S Court, Kearn'S Place, Kilmainham, Dublin 8, South Dublin City",1600.0,"Jul 21, 2020",25.07.2020,476,http://www.daft.ie/dublin/apartments-for-rent/kilmainham/kearns-court-kearns-place-kilmainham-dublin-2052898/
623,"23 The Chesterfields, Riverpark, Conyngham Rd, Dublin 8, South Dublin City",1600.0,"Jul 15, 2020",25.07.2020,477,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/23-the-chesterfields-riverpark-conyngham-rd-dublin-8-dublin-2051085/
624,"9 Olaf Road, Arbour Hill, Arbour Hill, Dublin 7, North Dublin City",1600.0,,24.07.2020,1879,http://www.daft.ie/dublin/houses-for-rent/arbour-hill/9-olaf-road-arbour-hill-arbour-hill-dublin-2046680/
625,"3 Bed Duplex Coldcut Park, Clondalkin, Dublin 22, West Co. Dublin",1600.0,,24.07.2020,4841,http://www.daft.ie/dublin/apartments-for-rent/clondalkin/3-bed-duplex-coldcut-park-clondalkin-dublin-1915792/
626,"75 Merrion Grove Stillorgan, Stillorgan, South Co. Dublin",1600.0,"Jul 08, 2020",23.07.2020,474,http://www.daft.ie/dublin/apartments-for-rent/stillorgan/75-merrion-grove-stillorgan-stillorgan-dublin-2048646/
627,"2 Crown Alley, Temple Bar, Dublin 2, Dublin City Centre",1600.0,"Jul 22, 2020",23.07.2020,478,http://www.daft.ie/dublin/apartments-for-rent/temple-bar/2-crown-alley-temple-bar-dublin-2052962/
628,"Botanic Road, Phibsborough, Dublin 7, North Dublin City",1600.0,"Jun 19, 2020",24.07.2020,4055,http://www.daft.ie/dublin/apartments-for-rent/phibsborough/botanic-road-phibsborough-dublin-2041825/
629,"Esker Manor., Lucan, West Co. Dublin",1600.0,"Jul 13, 2020",20.07.2020,1697,http://www.daft.ie/dublin/apartments-for-rent/lucan/esker-manor-lucan-dublin-2050215/
630,"Mountjoy Square, Dublin 1, Dublin City Centre",1600.0,"Jul 03, 2020",24.07.2020,2095,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/mountjoy-square-dublin-1-dublin-2046770/
631,"Flat 4, 128 North Circular Road, North Circular Road, Dublin 7, North Dublin City",1600.0,"Jul 20, 2020",22.07.2020,641,http://www.daft.ie/dublin/apartments-for-rent/north-circular-road/flat-4-128-north-circular-road-north-circular-road-dublin-2052356/
632,"Bridge Street, Ringsend, Dublin 4, South Dublin City",1600.0,"Jun 25, 2020",10.07.2020,4416,http://www.daft.ie/dublin/apartments-for-rent/ringsend/bridge-street-ringsend-dublin-2044104/
633,"17 Grand Canal Place, James'S Street, Dublin 8, South Dublin City",1600.0,"Jul 06, 2020",25.07.2020,3086,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/17-grand-canal-place-jamess-street-dublin-8-dublin-2047520/
634,"The Cobbles, Temple Bar, Dublin 2, Dublin City Centre",1600.0,"Apr 28, 2020",24.07.2020,3152,http://www.daft.ie/dublin/apartments-for-rent/temple-bar/the-cobbles-temple-bar-dublin-2025213/
635,"Richmond Street, Dublin 2, Dublin City Centre",1600.0,,06.07.2020,2492,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/richmond-street-dublin-2-dublin-2038734/
636,"Gardiner Place, Dublin 1, Dublin City Centre",1600.0,"Jul 24, 2020",24.07.2020,211,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/gardiner-place-dublin-1-dublin-2053855/
637,"The Plaza Crescent, Swords, North Co. Dublin",1600.0,"Jul 12, 2020",23.07.2020,1007,http://www.daft.ie/dublin/apartments-for-rent/swords/the-plaza-crescent-swords-dublin-2049679/
638,"Apartment, The O'Casey, Gresham House, Dublin 1, Dublin City Centre",1600.0,"Jul 17, 2020",21.07.2020,330,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/apartment-the-ocasey-gresham-house-dublin-1-dublin-2051715/
