,location,price,entered,updated,views,link
1102,"Apt 26, Bowbridge Place, Kilmainham, Dublin 8, South Dublin City",1800.0,,20.07.2020,873,http://www.daft.ie/dublin/apartments-for-rent/kilmainham/apt-26-bowbridge-place-kilmainham-dublin-2016017/
1103,"Willbrook House, Northbrook Avenue, Ranelagh, Dublin 6, South Dublin City",1800.0,"Jun 21, 2020",07.07.2020,2687,http://www.daft.ie/dublin/apartments-for-rent/ranelagh/willbrook-house-northbrook-avenue-ranelagh-dublin-2042490/
1104,"Parnell Road, Harold'S Cross, Harold'S Cross, Dublin 6, South Dublin City",1800.0,"Jul 06, 2020",20.07.2020,1674,http://www.daft.ie/dublin/apartments-for-rent/harolds-cross/parnell-road-harolds-cross-harolds-cross-dublin-2047754/
1105,"Temple Gardens, Northwood, Santry, Dublin 9, North Dublin City",1800.0,"Jul 15, 2020",15.07.2020,1083,http://www.daft.ie/dublin/apartments-for-rent/santry/temple-gardens-northwood-santry-dublin-2050841/
1115,"Bridgewater Quay, Islandbridge, Dublin 8, South Dublin City",1800.0,"Jul 11, 2020",16.07.2020,707,http://www.daft.ie/dublin/apartments-for-rent/islandbridge/bridgewater-quay-islandbridge-dublin-2049584/
1116,"Castleknock Court, Beechpark Avenue, Castleknock, Dublin 15, West Co. Dublin",1800.0,"Jul 20, 2020",20.07.2020,74,http://www.daft.ie/dublin/apartments-for-rent/castleknock/7-castleknock-court-beechpark-avenue-castleknock-dublin-2052264/
1117,"53 Leeson Park, Ranelagh, Dublin 6, South Dublin City",1800.0,"May 10, 2020",20.07.2020,456,http://www.daft.ie/dublin/flats-for-rent/ranelagh/53-leeson-park-ranelagh-dublin-2028476/
1118,"Windmill Lane Apartments, Dublin 2, Dublin City Centre",1800.0,"Jul 07, 2020",14.07.2020,473,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/windmill-lane-apartments-dublin-2-dublin-2048268/
1119,"Bertram Court, Lamb Alley, Christchurch, Dublin 8, Dublin City Centre",1800.0,"Jul 16, 2020",20.07.2020,267,http://www.daft.ie/dublin/apartments-for-rent/christchurch/bertram-court-lamb-alley-christchurch-dublin-2051213/
1120,,1800.0,"Jul 17, 2020",20.07.2020,384,http://www.daft.ie/dublin/houses-for-rent/harolds-cross/7-harolds-cross-cottages-harolds-cross-road-harolds-cross-dublin-2051732/
1123,"Charleville Square, Butterfield Avenue, Rathfarnham, Dublin 14, South Dublin City",1807.0,"Jul 20, 2020",20.07.2020,202,http://www.daft.ie/dublin/apartments-for-rent/rathfarnham/charleville-square-butterfield-avenue-rathfarnham-dublin-2052258/
1124,"Apartment 401, Swiftwood, Saggart, West Co. Dublin",1818.0,"Jul 01, 2020",17.07.2020,453,http://www.daft.ie/dublin/apartments-for-rent/saggart/apartment-401-swiftwood-saggart-dublin-2046007/
1125,"44 The Richmond, Brunswick Street North, Dublin 7, Smithfield, Dublin 7, Dublin City Centre",1820.0,"Jun 12, 2020",20.07.2020,593,http://www.daft.ie/dublin/apartments-for-rent/smithfield/44-the-richmond-brunswick-street-north-dublin-7-smithfield-dublin-2039268/
1126,"Beacon One (Beside Beacon Hospital), Sandyford, Dublin 18, South Co. Dublin",1823.0,"Jul 03, 2020",20.07.2020,1490,http://www.daft.ie/dublin/apartments-for-rent/sandyford/apartment-407-beacon-one-sandyford-dublin-2046720/
1127,"11 Park View, Northbrook Avenue, Ranelagh, Dublin 6, South Dublin City",1825.0,"Jul 02, 2020",20.07.2020,523,http://www.daft.ie/dublin/apartments-for-rent/ranelagh/11-park-view-northbrook-avenue-ranelagh-dublin-2046403/
1128,"College Gate, Townsend Street, Dublin 2, Dublin City Centre",1825.0,,17.07.2020,2886,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/college-gate-townsend-street-dublin-2-dublin-2021115/
1129,"Earls Court, Rueben Street, Dublin 8, South Dublin City",1825.0,,20.07.2020,684,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/earls-court-rueben-street-dublin-8-dublin-2044865/
1130,"Botanic Square, Drumcondra, Dublin 9, North Dublin City",1830.0,"Jun 18, 2020",20.07.2020,1423,http://www.daft.ie/dublin/apartments-for-rent/drumcondra/botanic-square-drumcondra-dublin-2041679/
1131,"Rosanule, Phoenix Park Avenue, Castleknock, Dublin 15, West Co. Dublin",1833.0,"Jul 02, 2020",20.07.2020,1629,http://www.daft.ie/dublin/apartments-for-rent/castleknock/apartment-12-rosanule-phoenix-park-avenue-castleknock-dublin-2046514/
1132,"Aldborough Court, North Strand Road, Dublin 1, Dublin City Centre",1835.0,,20.07.2020,737,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/aldborough-court-north-strand-road-dublin-1-dublin-2034620/
1133,"6 Belarmine Vale, Stepaside, Stepaside, Dublin 18, South Co. Dublin",1840.0,,20.07.2020,554,http://www.daft.ie/dublin/apartments-for-rent/stepaside/belarmine-vale-stepaside-dublin-2049174/
1134,"Westpark Gate, Tallaght, Dublin 24, South Co. Dublin",1840.0,"Jun 23, 2020",20.07.2020,403,http://www.daft.ie/dublin/apartments-for-rent/tallaght/westpark-gate-tallaght-dublin-2043062/
1135,"13 Howard Street, Ringsend, Dublin 4, South Dublin City",1840.0,"Jun 03, 2020",20.07.2020,5025,http://www.daft.ie/dublin/houses-for-rent/ringsend/13-howard-street-ringsend-dublin-2035729/
1136,"Beresford House, Custom House Square, Ifsc, Dublin 1, Dublin City Centre",1845.0,,20.07.2020,52,http://www.daft.ie/dublin/apartments-for-rent/ifsc/beresford-house-custom-house-square-ifsc-dublin-2051601/
1137,"110 Rathgar Road, Grenville, Rathgar, Dublin 6, South Dublin City",1845.0,"Jul 05, 2020",20.07.2020,822,http://www.daft.ie/dublin/apartments-for-rent/rathgar/110-rathgar-road-grenville-rathgar-dublin-2047294/
1138,"Woodview, Blackrock, South Co. Dublin",1847.0,"Jul 13, 2020",20.07.2020,956,http://www.daft.ie/dublin/apartments-for-rent/blackrock/woodview-blackrock-dublin-2050038/
1139,"23A Newcomen Court, Lane Entrance Opp Costcutter., North Strand, Dublin 3, North Dublin City",425.0,,20.07.2020,5165,http://www.daft.ie/dublin/apartments-for-rent/north-strand/23a-newcomen-court-lane-entrance-opp-costcutter-north-strand-dublin-1986561/
1140,"275 Bachelors Walk, Dublin 1, Dublin City Centre",1850.0,"Jul 16, 2020",20.07.2020,125,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/275-bachelors-walk-dublin-1-dublin-2051257/
1141,"Collinswood, Collins Avenue, Whitehall, Dublin 9, North Dublin City",1850.0,,20.07.2020,1111,http://www.daft.ie/dublin/houses-for-rent/whitehall/61a-collinswood-collins-avenue-whitehall-dublin-2049146/
1142,"46 South Circular Road, South Circular Road, Dublin 8, South Dublin City",1850.0,,20.07.2020,2750,http://www.daft.ie/dublin/apartments-for-rent/south-circular-road/flat-4-adare-south-circular-road-dublin-2038631/
1143,"College Gate, Townsend Street, Dublin 2, Dublin City Centre",1850.0,"Jun 24, 2020",24.06.2020,1599,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/college-gate-townsend-street-dublin-2-dublin-2043629/
1144,"Knocklyon Gate, Knocklyon, Dublin 16, South Dublin City",1850.0,"Jul 15, 2020",15.07.2020,345,http://www.daft.ie/dublin/apartments-for-rent/knocklyon/knocklyon-gate-knocklyon-dublin-2050813/
1145,"Parkview, Stepaside, Dublin 18, South Co. Dublin",1850.0,"Jun 29, 2020",18.07.2020,751,http://www.daft.ie/dublin/apartments-for-rent/stepaside/parkview-stepaside-dublin-2045369/
1146,"Apartment 11, Maple Hall, Clay Farm, Leopardstown, Dublin 18, South Co. Dublin",1850.0,"Jul 08, 2020",19.07.2020,405,http://www.daft.ie/dublin/apartments-for-rent/leopardstown/apartment-11-maple-hall-leopardstown-dublin-2048445/
1147,"Merrion Village, Merrion Road, Ballsbridge, Dublin 4, South Dublin City",1850.0,,19.07.2020,1545,http://www.daft.ie/dublin/apartments-for-rent/ballsbridge/merrion-village-merrion-road-ballsbridge-dublin-2031103/
1148,"Crosbies Yard, Ossary Road, Dublin 3, North Dublin City",1850.0,,20.07.2020,1185,http://www.daft.ie/dublin/apartments-for-rent/dublin-3/crosbies-yard-dublin-3-dublin-2042768/
1149,"Coldcut Park, Palmerstown, Dublin 20, West Co. Dublin",1850.0,"Jul 20, 2020",20.07.2020,18,http://www.daft.ie/dublin/apartments-for-rent/palmerstown/coldcut-park-palmerstown-dublin-2052460/
1150,"Apartment 2, Halcam Court, 61/61A Pembroke Road, Ballsbridge, Dublin 4, South Dublin City",1850.0,"Jul 10, 2020",20.07.2020,323,http://www.daft.ie/dublin/apartments-for-rent/ballsbridge/apartment-2-halcam-court-6161a-pembroke-road-ballsbridge-dublin-2049342/
1151,"Apartment 202, The Ash, Rathfarnham, Dublin 14, South Dublin City",1850.0,,20.07.2020,1303,http://www.daft.ie/dublin/apartments-for-rent/rathfarnham/apartment-202-the-ash-rathfarnham-dublin-2043024/
1152,"The Northumberland'S, Lower Mount Street, Dublin 2, Dublin City Centre",1850.0,"Jun 06, 2020",20.07.2020,3085,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/the-northumberlands-lower-mount-street-dublin-2-dublin-2037079/
1153,"First Floor, Mountjoy Square East, Dublin 1, Dublin City Centre",1850.0,,20.07.2020,327,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/20-mountjoy-square-east-dublin-1-dublin-2040774/
1154,"St Johns Well Way, Kilmainham, Dublin 8, South Dublin City",1850.0,"Jul 05, 2020",05.07.2020,721,http://www.daft.ie/dublin/apartments-for-rent/kilmainham/st-johns-well-way-kilmainham-dublin-2047316/
1163,"Bellevue, Islandbridge, Dublin 8, South Dublin City",1850.0,"May 02, 2020",19.07.2020,1297,http://www.daft.ie/dublin/apartments-for-rent/islandbridge/bellevue-islandbridge-dublin-2026350/
1164,"55 Thomas Street, Dublin 8, South Dublin City",1850.0,,20.07.2020,169,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/55-thomas-street-dublin-8-dublin-2048129/
1165,"The Birches, Riversdale, Dundrum, Dublin 14, South Dublin City",1850.0,"Jul 15, 2020",20.07.2020,725,http://www.daft.ie/dublin/apartments-for-rent/dundrum/the-birches-riversdale-dundrum-dublin-2051061/
1166,"159 Kimmage Road Lower, Harold'S Cross, Dublin 6W, South Dublin City",1850.0,"Jul 05, 2020",20.07.2020,606,http://www.daft.ie/dublin/apartments-for-rent/harolds-cross/159-kimmage-road-lower-harolds-cross-dublin-2047382/
1167,"125 Kilmainham Square, Kilmainham, Dublin 8, South Dublin City",1850.0,"Jul 14, 2020",14.07.2020,485,http://www.daft.ie/dublin/apartments-for-rent/kilmainham/125-kilmainham-square-kilmainham-dublin-2050516/
1168,"Apartment 10, Swift Hall Apartments, The Coombe, Dublin 8, South Dublin City",1850.0,"Jul 20, 2020",20.07.2020,17,http://www.daft.ie/dublin/apartments-for-rent/the-coombe/apartment-10-swift-hall-apartments-the-coombe-dublin-2052505/
1169,"6 The Dickens, South Lotts Road, Dublin 4, South Dublin City",1850.0,"Jul 09, 2020",16.07.2020,739,http://www.daft.ie/dublin/apartments-for-rent/dublin-4/6-the-dickens-south-lotts-road-dublin-4-dublin-2048823/
1170,"33 Pigeon House Road, Ringsend, Ringsend, Dublin 4, South Dublin City",1850.0,,20.07.2020,877,http://www.daft.ie/dublin/houses-for-rent/ringsend/33-pigeon-house-road-ringsend-ringsend-dublin-2046329/
1171,"Purty House, 4 Old Dunleary Road, Monkstown, South Co. Dublin",1850.0,,14.07.2020,4857,http://www.daft.ie/dublin/apartments-for-rent/monkstown/purty-house-4-old-dunleary-road-monkstown-dublin-2027254/
1172,"Apartment 6 Bellevue Court, Dornden Park, Booterstown, South Co. Dublin",1850.0,,20.07.2020,946,http://www.daft.ie/dublin/apartments-for-rent/booterstown/apartment-6-bellevue-court-dornden-park-booterstown-dublin-2048267/
1173,"Jamestown Rd, Finglas, Dublin 11, North Dublin City",1850.0,"Jul 16, 2020",20.07.2020,538,http://www.daft.ie/dublin/houses-for-rent/finglas/jamestown-rd-finglas-dublin-2051194/
1174,"4 Denewood , Beechpark Avenue, Castleknock, Dublin 15, West Co. Dublin",1850.0,,20.07.2020,3157,http://www.daft.ie/dublin/apartments-for-rent/castleknock/4-denewood-beechpark-avenue-castleknock-dublin-1964643/
1175,"Woodbrook House, Malahide, North Co. Dublin",1850.0,"Jul 14, 2020",20.07.2020,772,http://www.daft.ie/dublin/apartments-for-rent/malahide/woodbrook-house-malahide-dublin-2050707/
1176,"Bolton Court, Henrietta Place, Dublin 1, Dublin City Centre",1850.0,"Jun 10, 2020",15.07.2020,2775,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/bolton-court-henrietta-place-dublin-1-dublin-2038777/
1177,"The Gasworks, Barrow Street, Dublin 4, South Dublin City",1850.0,"Jul 20, 2020",20.07.2020,94,http://www.daft.ie/dublin/apartments-for-rent/dublin-4/the-gasworks-barrow-street-dublin-4-dublin-2052331/
1178,The Dickens,1850.0,"Jun 24, 2020",20.07.2020,571,http://www.daft.ie/dublin/apartments-for-rent/ringsend/the-dickens-32-the-gasworks-ringsend-dublin-2043666/
1179,"Apt 37 East Courtyard, Tullyvale, Cabinteely, Dubl, Cabinteely, Dublin 18, South Co. Dublin",1850.0,"Jul 10, 2020",19.07.2020,473,http://www.daft.ie/dublin/apartments-for-rent/cabinteely/apt-37-east-courtyard-tullyvale-cabinteely-dubl-cabinteely-dublin-2049239/
1180,"Martello Rise Balbriggan, Balbriggan, North Co. Dublin",1850.0,"Jul 19, 2020",20.07.2020,68,http://www.daft.ie/dublin/houses-for-rent/balbriggan/martello-rise-balbriggan-balbriggan-dublin-2052115/
1181,"40 Pembroke Square, Grand Canal Street Upper, Dublin 4, South Dublin City",1850.0,,16.07.2020,1486,http://www.daft.ie/dublin/apartments-for-rent/dublin-4/40-pembroke-square-grand-canal-street-upper-dublin-4-dublin-2045551/
1182,"Brookwood Avenue, Artane, Dublin 5, North Dublin City",1850.0,"Jul 03, 2020",18.07.2020,866,http://www.daft.ie/dublin/apartments-for-rent/artane/brookwood-avenue-artane-dublin-2046583/
1183,"34 Quilty House, Clare Village, Clarehall, Dublin 13, North Dublin City",1850.0,,17.07.2020,510,http://www.daft.ie/dublin/apartments-for-rent/clarehall/34-quilty-house-clare-village-clarehall-dublin-2049319/
1184,"140 The Kish Custom House Harbour, Ifsc, Dublin 1, Dublin City Centre",1850.0,"Apr 01, 2020",15.07.2020,982,http://www.daft.ie/dublin/apartments-for-rent/ifsc/140-the-kish-custom-house-harbour-ifsc-dublin-2018938/
1185,"College Gate, Townsend Street, Dublin 2, Dublin City Centre",1850.0,"Jul 06, 2020",20.07.2020,688,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/college-gate-dublin-2-dublin-2047812/
1186,"The Richmond, Smithfield, Dublin 1, Dublin City Centre",1850.0,,20.07.2020,204,http://www.daft.ie/dublin/apartments-for-rent/smithfield/104-the-richmond-smithfield-dublin-2050880/
1187,"Cammock Purcell, Dublin 8, South Dublin City",1850.0,"Jun 25, 2020",20.07.2020,545,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/apartment-23-cammock-purcell-dublin-8-dublin-2043979/
1188,"8 The Ivory Building, Hanover Street East, Grand Canal Dock, Dublin 2, South Dublin City",1850.0,"Jul 08, 2020",14.07.2020,633,http://www.daft.ie/dublin/apartments-for-rent/grand-canal-dock/8-the-ivory-building-hanover-street-east-grand-canal-dock-dublin-2048639/
1189,"Apartment 41, The Hibernian, The Gasworks, Dublin 4, South Dublin City",1850.0,"Jun 22, 2020",20.07.2020,1396,http://www.daft.ie/dublin/apartments-for-rent/dublin-4/apartment-41-the-hibernian-the-gasworks-dublin-4-dublin-2042815/
1190,"Temple Lawns, Santry, Dublin 9, North Dublin City",1850.0,"Jun 16, 2020",16.07.2020,962,http://www.daft.ie/dublin/apartments-for-rent/santry/temple-lawns-santry-dublin-2040635/
1191,"Flat 4, Adare, Dublin 8, South Dublin City",1850.0,"Jul 20, 2020",20.07.2020,8,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/flat-4-adare-dublin-8-dublin-2052461/
1192,"Phoenix Park Racecourse, Dublin 7, North Dublin City",1850.0,"May 22, 2020",19.07.2020,3841,http://www.daft.ie/dublin/apartments-for-rent/dublin-7/phoenix-park-racecourse-dublin-7-dublin-2032387/
1193,"Spencer Dock, Ifsc, Dublin 1, Dublin City Centre",1850.0,"Jul 08, 2020",15.07.2020,216,http://www.daft.ie/dublin/apartments-for-rent/ifsc/spencer-dock-ifsc-dublin-2048676/
1194,"Apartment 161, The Hardwicke, Dublin 7, North Dublin City",1850.0,"Jul 01, 2020",20.07.2020,347,http://www.daft.ie/dublin/apartments-for-rent/dublin-7/apartment-161-the-hardwicke-dublin-7-dublin-2046078/
1202,"Long Lane, Dublin 8, South Dublin City",1853.0,,20.07.2020,2234,http://www.daft.ie/dublin/houses-for-rent/dublin-8/long-lane-dublin-8-dublin-2041514/
1203,"33 Long Lane, Dublin 8, South Dublin City",1853.0,,20.07.2020,443,http://www.daft.ie/dublin/houses-for-rent/dublin-8/long-lane-dublin-8-dublin-2051220/
1204,"Apartment 3, Anglesea Court, 133 Anglesea Road, Donnybrook, Dublin 4, South Dublin City",1856.0,"Jun 25, 2020",20.07.2020,1687,http://www.daft.ie/dublin/apartments-for-rent/donnybrook/apartment-3-anglesea-court-133-anglesea-road-donnybrook-dublin-2043974/
1205,"28 Boroimhe Hawthorns, Swords, North Co. Dublin",1858.0,"Jul 02, 2020",17.07.2020,632,http://www.daft.ie/dublin/houses-for-rent/swords/28-boroimhe-hawthorns-swords-dublin-2046439/
1206,"168 Rathmines Road Lower, Rathmines, Dublin 6, South Dublin City",1858.0,,20.07.2020,1874,http://www.daft.ie/dublin/apartments-for-rent/rathmines/flat-8-168-rathmines-road-lower-rathmines-dublin-2045130/
1207,"Turret Road, Palmerstown, Dublin 20, West Co. Dublin",1860.0,,20.07.2020,2117,http://www.daft.ie/dublin/houses-for-rent/palmerstown/turret-road-palmerstown-dublin-2045079/
1208,"Broombridge Road, Cabra, Dublin 7, North Dublin City",1862.0,,19.07.2020,1532,http://www.daft.ie/dublin/houses-for-rent/cabra/broombridge-road-cabra-dublin-2050686/
1209,"401 Malahide Marina, Malahide, North Co. Dublin",1865.0,,16.07.2020,1695,http://www.daft.ie/dublin/apartments-for-rent/malahide/401-malahide-marina-malahide-dublin-2041906/
1210,"Kingscourt, North King Street, Smithfield, Dublin 1, Dublin City Centre",1865.0,,20.07.2020,1029,http://www.daft.ie/dublin/apartments-for-rent/smithfield/kingscourt-north-king-street-smithfield-dublin-2044240/
1211,"Apartment 79, The Sweepstakes, Ballsbridge, Dublin 4, South Dublin City",1866.0,"Jul 08, 2020",20.07.2020,1738,http://www.daft.ie/dublin/apartments-for-rent/ballsbridge/apartment-79-the-sweepstakes-ballsbridge-dublin-2048659/
1212,"Apartment 31, Kingsford Cross, Portmarnock, North Co. Dublin",1870.0,,13.07.2020,482,http://www.daft.ie/dublin/apartments-for-rent/portmarnock/apartment-31-kingsford-cross-portmarnock-dublin-2049921/
1213,"177 Bachelors Walk, Dublin 1, Dublin City Centre",1870.0,,20.07.2020,345,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/177-bachelors-walk-dublin-1-dublin-2042704/
1214,"Manor Street, Stoneybatter, Dublin 7, North Dublin City",1870.0,"Jun 26, 2020",18.07.2020,440,http://www.daft.ie/dublin/flats-for-rent/stoneybatter/89-manor-street-stoneybatter-dublin-2044248/
1215,"Corrstown House, Swords, North Co. Dublin",1872.0,,17.07.2020,1580,http://www.daft.ie/dublin/apartments-for-rent/swords/apartment-2-corrstown-house-swords-dublin-2039114/
1216,"47 Clontarf Road, Clontarf, Dublin 3, North Dublin City",1875.0,"May 05, 2020",15.07.2020,3566,http://www.daft.ie/dublin/apartments-for-rent/clontarf/47-clontarf-road-clontarf-dublin-2026826/
1217,"2 Erne Terrace (Rear), Dublin 2, Dublin City Centre",1875.0,,20.07.2020,817,http://www.daft.ie/dublin/houses-for-rent/dublin-2/2-erne-terrace-rear-dublin-2-dublin-2049130/
1218,"Phibblestown House, Clonsilla, Dublin 15, West Co. Dublin",1875.0,,20.07.2020,1063,http://www.daft.ie/dublin/apartments-for-rent/clonsilla/50-phibblestown-house-clonsilla-dublin-2043759/
1219,"North Great Charles Street, Dublin 1, Dublin City Centre",1875.0,,17.07.2020,217,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/north-great-charles-street-dublin-1-dublin-2048572/
1220,"Northbrook Road, Ranelagh, Dublin 6, South Dublin City",1875.0,,17.07.2020,5343,http://www.daft.ie/dublin/apartments-for-rent/ranelagh/northbrook-road-ranelagh-dublin-2020856/
1221,"Apt. 106, The Ash, Grange Hall, Ballinteer, Dublin 16, South Dublin City",1875.0,,14.07.2020,581,http://www.daft.ie/dublin/apartments-for-rent/ballinteer/apt-106-the-ash-grange-hall-ballinteer-dublin-2044446/
1222,"Apartment 17, Block 15, Gallery Quay, Grand Canal Dock, Dublin 2, South Dublin City",1875.0,"Jul 17, 2020",19.07.2020,470,http://www.daft.ie/dublin/apartments-for-rent/grand-canal-dock/block-15-gallery-quay-grand-canal-dock-dublin-2051699/
1223,2 Bedroom Apartment,1875.0,"Jun 09, 2020",20.07.2020,1112,http://www.daft.ie/dublin/apartments-for-rent/dublin-4/2-bedroom-apartment-available-immediately-dublin-4-dublin-2038231/
1224,"Apartment 25, Willbrook House, Northbrook Avenue, Ranelagh, Dublin 6, South Dublin City",1875.0,,17.07.2020,1584,http://www.daft.ie/dublin/apartments-for-rent/ranelagh/apartment-25-willbrook-house-northbrook-avenue-ranelagh-dublin-2038503/
1225,"The Oak, Parkview, Stepaside, Dublin 18, South Co. Dublin",1875.0,,19.07.2020,1240,http://www.daft.ie/dublin/apartments-for-rent/stepaside/apartment-43-the-oak-parkview-stepaside-dublin-2039192/
1226,"Flat 3, 38/39 Wexford Street, Dublin 2, Dublin City Centre",1875.0,"Jul 13, 2020",20.07.2020,340,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/flat-3-3839-wexford-street-dublin-2-dublin-2049965/
1227,"Green Street, Smithfield, Dublin 7, Dublin City Centre",1875.0,"Jun 30, 2020",20.07.2020,719,http://www.daft.ie/dublin/apartments-for-rent/smithfield/green-street-smithfield-dublin-2045717/
1228,"Oxmanstown Rd Stoneybatter, Stoneybatter, Dublin 7, North Dublin City",1880.0,"Jul 17, 2020",17.07.2020,760,http://www.daft.ie/dublin/houses-for-rent/stoneybatter/oxmanstown-rd-stoneybatter-stoneybatter-dublin-2051496/
1229,"Merrion Village, Ballsbridge, Dublin 4, South Dublin City",1885.0,,17.07.2020,375,http://www.daft.ie/dublin/apartments-for-rent/ballsbridge/apartment-84-merrion-village-ballsbridge-dublin-2050700/
1230,"Trimbleston, Goatstown, Dublin 14, South Dublin City",1890.0,,18.07.2020,1618,http://www.daft.ie/dublin/apartments-for-rent/goatstown/trimbleston-goatstown-dublin-2033895/
1231,"130 Milrace Road, Phoenix Park Racecourse, Castleknock, Dublin 15, West Co. Dublin",1890.0,"Jul 06, 2020",19.07.2020,508,http://www.daft.ie/dublin/apartments-for-rent/castleknock/130-milrace-road-phoenix-park-racecourse-castleknock-dublin-2047805/
1232,"Leeson Street Upper, Dublin 2, Dublin City Centre",1890.0,,19.07.2020,963,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/leeson-street-upper-dublin-2-dublin-2036419/
1233,"2 Lower Dodder Road, Rathfarnham, Dublin 14, South Dublin City",1890.0,"Jul 20, 2020",20.07.2020,265,http://www.daft.ie/dublin/houses-for-rent/rathfarnham/2-lower-dodder-road-rathfarnham-dublin-2052265/
1234,"Bremore Castle, Balbriggan, North Co. Dublin",1890.0,"Jul 20, 2020",20.07.2020,112,http://www.daft.ie/dublin/houses-for-rent/balbriggan/46-bremore-castle-balbriggan-dublin-2052284/
1236,"Milltown Grove, Milltown, Dublin 6, South Dublin City",1893.0,,20.07.2020,3286,http://www.daft.ie/dublin/apartments-for-rent/milltown/milltown-grove-milltown-dublin-2036875/
1237,"22 Pembroke Road, Ballsbridge, Dublin 4, South Dublin City",1895.0,"Jun 09, 2020",19.07.2020,1296,http://www.daft.ie/dublin/apartments-for-rent/ballsbridge/22-pembroke-road-ballsbridge-dublin-2038280/
1238,"Capel Street, Dublin 1, Dublin City Centre",1895.0,"May 11, 2020",20.07.2020,266,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/capel-street-dublin-1-dublin-2028721/
1239,"Goldsmith Street, Dublin 7, North Dublin City",1895.0,"Jul 09, 2020",20.07.2020,357,http://www.daft.ie/dublin/flats-for-rent/dublin-7/goldsmith-street-dublin-7-dublin-2048756/
1240,"Venetian Hall, Killester, Dublin 5, North Dublin City",1895.0,"Jun 19, 2020",20.07.2020,1934,http://www.daft.ie/dublin/apartments-for-rent/killester/venetian-hall-killester-dublin-2042039/
1241,"Foley Street, Ifsc, Dublin 1, Dublin City Centre",1895.0,"Jul 16, 2020",16.07.2020,269,http://www.daft.ie/dublin/apartments-for-rent/ifsc/foley-street-ifsc-dublin-2051468/
1242,"North Circular Road, Dublin 7, North Dublin City",1899.0,"Jun 01, 2020",17.07.2020,382,http://www.daft.ie/dublin/apartments-for-rent/dublin-7/north-circular-road-dublin-7-dublin-2035109/
1243,"Fernbank, Churchtown Road Upper, Churchtown, Churchtown, Dublin 14",,,03.06.2020,9545,http://www.daft.ie/dublin/multi-units-for-rent/churchtown-road-upper-churchtown-churchtown-dublin-176431/
1245,"Wolfe Tone Lofts, Wolfe Tone Street, Dublin 1",,,15.07.2020,2909,http://www.daft.ie/dublin/multi-units-for-rent/wolfe-tone-street-dublin-1-dublin-181009/
1247,"Castleforbes Square, Castleforbes Road, Ifsc, Dublin 1",,,10.07.2020,5921,http://www.daft.ie/dublin/multi-units-for-rent/castleforbes-road-ifsc-dublin-1-dublin-182630/
1249,"37 Capel Street, Capel Street, Dublin 1",,,20.07.2020,9199,http://www.daft.ie/dublin/multi-units-for-rent/capel-street-dublin-1-dublin-175309/
1250,"38 Capel Street, Capel Street, Dublin 1",,,20.07.2020,6433,http://www.daft.ie/dublin/multi-units-for-rent/capel-street-dublin-1-dublin-177622/
1251,"Clancy Quay, By Kennedy Wilson, Dublin 8",,,20.07.2020,22289,http://www.daft.ie/dublin/multi-units-for-rent/by-kennedy-wilson-dublin-8-dublin-178864/
1254,"Clancy Quay By Kennedy Wilson, South Circular Road, Dublin 8",,,20.07.2020,6033,http://www.daft.ie/dublin/multi-units-for-rent/south-circular-road-dublin-8-dublin-185433/
1255,"Trinity Square Apartment, Dublin 2, Dublin City Centre",1900.0,"Jun 09, 2020",20.07.2020,1287,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/apartment-102-trinity-square-dublin-2-dublin-2037914/
1256,"Apartment 4, Portobello Quay, Portobello, Dublin 8, South Dublin City",1900.0,"Jul 13, 2020",20.07.2020,831,http://www.daft.ie/dublin/apartments-for-rent/portobello/apartment-4-portobello-quay-portobello-dublin-2049858/
1257,"Greeg Court, Dublin 1, Dublin City Centre",1900.0,"May 07, 2020",20.07.2020,1017,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/greeg-court-dublin-1-dublin-2027654/
1258,"Addison Park, Glasnevin, Dublin 11, North Dublin City",1900.0,"Jun 21, 2020",21.06.2020,840,http://www.daft.ie/dublin/apartments-for-rent/glasnevin/addison-park-glasnevin-dublin-2042446/
1259,"St. John'S Well Way, Old Kilmainham Road, Kilmainham, Dublin 8, South Dublin City",1900.0,"Jul 07, 2020",20.07.2020,538,http://www.daft.ie/dublin/apartments-for-rent/kilmainham/st-johns-well-way-old-kilmainham-road-kilmainham-dublin-2048058/
